AverageBlockDepth,AverageComplexity,AverageStatementsperMethod,BooleanExpressionComplexity_count,BooleanExpressionComplexity_max,BooleanExpressionComplexity_mean,BooleanExpressionComplexity_min,BooleanExpressionComplexity_std,Bugged,CBO_count,CBO_max,CBO_mean,CBO_min,CBO_std,Calls_count,Calls_max,Calls_mean,Calls_min,Calls_std,ClassDataAbstractionCoupling_count,ClassDataAbstractionCoupling_max,ClassDataAbstractionCoupling_mean,ClassDataAbstractionCoupling_min,ClassDataAbstractionCoupling_std,ClassFanOutComplexity_count,ClassFanOutComplexity_max,ClassFanOutComplexity_mean,ClassFanOutComplexity_min,ClassFanOutComplexity_std,ClassesandInterfaces,Complexity_count,Complexity_max,Complexity_mean,Complexity_min,Complexity_std,CyclomaticComplexity_count,CyclomaticComplexity_max,CyclomaticComplexity_mean,CyclomaticComplexity_min,CyclomaticComplexity_std,DepthOfInheritance,Difficulty,Effort,ExecutableStatementCount_count,ExecutableStatementCount_max,ExecutableStatementCount_mean,ExecutableStatementCount_min,ExecutableStatementCount_std,FANIN,FANOUT,FileLength_count,FileLength_max,FileLength_mean,FileLength_min,FileLength_std,IsConstructor_count,IsConstructor_freq,IsConstructor_top,IsConstructor_unique,LCOM,LOCMethod,LOCMethod_CK_count,LOCMethod_CK_max,LOCMethod_CK_mean,LOCMethod_CK_min,LOCMethod_CK_std,Length,MaxNumberOfNestedBlocks_count,MaxNumberOfNestedBlocks_max,MaxNumberOfNestedBlocks_mean,MaxNumberOfNestedBlocks_min,MaxNumberOfNestedBlocks_std,Maximum Depth_count,Maximum Depth_max,Maximum Depth_mean,Maximum Depth_min,Maximum Depth_std,MaximumBlockDepth,MaximumComplexity,MethodCallStatements,MethodLength_count,MethodLength_max,MethodLength_mean,MethodLength_min,MethodLength_std,MethodsperClass,NCSSForThisClass_count,NCSSForThisClass_max,NCSSForThisClass_mean,NCSSForThisClass_min,NCSSForThisClass_std,NCSSForThisFile_count,NCSSForThisFile_max,NCSSForThisFile_mean,NCSSForThisFile_min,NCSSForThisFile_std,NCSSForThisMethod_count,NCSSForThisMethod_max,NCSSForThisMethod_mean,NCSSForThisMethod_min,NCSSForThisMethod_std,NPathComplexity_count,NPathComplexity_max,NPathComplexity_mean,NPathComplexity_min,NPathComplexity_std,NestedIfElseDepth_count,NestedIfElseDepth_max,NestedIfElseDepth_mean,NestedIfElseDepth_min,NestedIfElseDepth_std,NestedTryDepth_count,NestedTryDepth_max,NestedTryDepth_mean,NestedTryDepth_min,NestedTryDepth_std,NumberOfAnonymousClasses_count,NumberOfAnonymousClasses_max,NumberOfAnonymousClasses_mean,NumberOfAnonymousClasses_min,NumberOfAnonymousClasses_std,NumberOfAssignments_count,NumberOfAssignments_max,NumberOfAssignments_mean,NumberOfAssignments_min,NumberOfAssignments_std,NumberOfChildren,NumberOfComparisons_count,NumberOfComparisons_max,NumberOfComparisons_mean,NumberOfComparisons_min,NumberOfComparisons_std,NumberOfDistinctOperands,NumberOfDistinctOperators,NumberOfFields,NumberOfInnerClasses_count,NumberOfInnerClasses_max,NumberOfInnerClasses_mean,NumberOfInnerClasses_min,NumberOfInnerClasses_std,NumberOfLambdas_count,NumberOfLambdas_max,NumberOfLambdas_mean,NumberOfLambdas_min,NumberOfLambdas_std,NumberOfLogStatements_count,NumberOfLogStatements_max,NumberOfLogStatements_mean,NumberOfLogStatements_min,NumberOfLogStatements_std,NumberOfLoops_count,NumberOfLoops_max,NumberOfLoops_mean,NumberOfLoops_min,NumberOfLoops_std,NumberOfMathOperations_count,NumberOfMathOperations_max,NumberOfMathOperations_mean,NumberOfMathOperations_min,NumberOfMathOperations_std,NumberOfMethods_Checkstyle_count,NumberOfMethods_Checkstyle_max,NumberOfMethods_Checkstyle_mean,NumberOfMethods_Checkstyle_min,NumberOfMethods_Checkstyle_std,NumberOfMethods_Designite,NumberOfModifiers_count,NumberOfModifiers_max,NumberOfModifiers_mean,NumberOfModifiers_min,NumberOfModifiers_std,NumberOfNumbers_count,NumberOfNumbers_max,NumberOfNumbers_mean,NumberOfNumbers_min,NumberOfNumbers_std,NumberOfPackageMethod_count,NumberOfPackageMethod_max,NumberOfPackageMethod_mean,NumberOfPackageMethod_min,NumberOfPackageMethod_std,NumberOfParameters_CK_count,NumberOfParameters_CK_max,NumberOfParameters_CK_mean,NumberOfParameters_CK_min,NumberOfParameters_CK_std,NumberOfParenthesizedExps_count,NumberOfParenthesizedExps_max,NumberOfParenthesizedExps_mean,NumberOfParenthesizedExps_min,NumberOfParenthesizedExps_std,NumberOfPrivateMethod_count,NumberOfPrivateMethod_max,NumberOfPrivateMethod_mean,NumberOfPrivateMethod_min,NumberOfPrivateMethod_std,NumberOfProtectedMethod_count,NumberOfProtectedMethod_max,NumberOfProtectedMethod_mean,NumberOfProtectedMethod_min,NumberOfProtectedMethod_std,NumberOfPublicFields,NumberOfPublicMethods_Checkstyle_count,NumberOfPublicMethods_Checkstyle_max,NumberOfPublicMethods_Checkstyle_mean,NumberOfPublicMethods_Checkstyle_min,NumberOfPublicMethods_Checkstyle_std,NumberOfPublicMethods_Designite,NumberOfStringLiterals_count,NumberOfStringLiterals_max,NumberOfStringLiterals_mean,NumberOfStringLiterals_min,NumberOfStringLiterals_std,NumberOfTryCatch_count,NumberOfTryCatch_max,NumberOfTryCatch_mean,NumberOfTryCatch_min,NumberOfTryCatch_std,NumberOfUniqueWords_count,NumberOfUniqueWords_max,NumberOfUniqueWords_mean,NumberOfUniqueWords_min,NumberOfUniqueWords_std,NumberOfVariables_count,NumberOfVariables_max,NumberOfVariables_mean,NumberOfVariables_min,NumberOfVariables_std,PercentLinesWithComments,RFC_count,RFC_max,RFC_mean,RFC_min,RFC_std,Returns_count,Returns_max,Returns_mean,Returns_min,Returns_std,SourceMonitorCalls,SourceMonitorFileStatements,Statements_count,Statements_max,Statements_mean,Statements_min,Statements_std,Statementsatblocklevel0,Statementsatblocklevel1,Statementsatblocklevel2,Statementsatblocklevel3,Statementsatblocklevel4,Statementsatblocklevel5,Statementsatblocklevel6,Statementsatblocklevel7,Statementsatblocklevel8,Statementsatblocklevel9,ThrowsCount_count,ThrowsCount_max,ThrowsCount_mean,ThrowsCount_min,ThrowsCount_std,TotalNumberOfOperands,TotalNumberOfOperators,Vocabulary,Volume,WMC_CK_count,WMC_CK_max,WMC_CK_mean,WMC_CK_min,WMC_CK_std,WMC_Designite
1.64,2.1,4.6,10.0,1.0,0.1,0.0,0.31622776601683794,0,10.0,1.0,0.1,0.0,0.31622776601683794,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,6.0,0.6,0.0,1.897366596101028,1.0,10.0,0.0,0.0,0.0,0.0,10.0,6.0,0.7,0.0,1.8885620632287057,1.0,53.49324324324325,247158.67601036013,10.0,9.0,1.0,0.0,2.8284271247461903,0.0,2.0,10.0,194.0,19.4,0.0,61.34818660726656,10.0,9.0,False,2.0,0.6,112.0,10.0,3.0,0.6,0.0,1.2649110640673518,691.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,6.0,33.0,10.0,12.0,1.5,0.0,3.8078865529319534,10.0,10.0,60.0,6.0,0.0,18.973665961010283,10.0,67.0,6.7,0.0,21.18726032312814,10.0,14.0,1.6,0.0,4.402019738458447,10.0,18.0,1.9,0.0,5.6656861896861175,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,74.0,29.0,3.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,2.0,0.2,0.0,0.6324555320336759,10.0,8.0,0.8,0.0,2.5298221281347035,10.0,10.0,1.0,0.2,0.0,0.421637021355784,10.0,1.0,0.1,0.0,0.31622776601683794,10.0,0.0,0.0,0.0,0.0,10.0,1.0,0.1,0.0,0.31622776601683794,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.8,0.0,2.5298221281347035,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,17.0,2.1,0.0,5.384133067531754,10.0,0.0,0.0,0.0,0.0,51.5,10.0,2.0,0.2,0.0,0.6324555320336759,10.0,1.0,0.1,0.0,0.31622776601683794,194.0,67.0,10.0,0.0,0.0,0.0,0.0,8.0,13.0,42.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,273.0,418.0,103.0,4620.371864283604,10.0,1.0,0.2,0.0,0.421637021355784,19.0
2.34,6.67,24.33,3.0,0.0,0.0,0.0,0.0,0,3.0,1.0,0.3333333333333333,0.0,0.5773502691896258,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.6666666666666666,0.0,1.1547005383792517,3.0,5.0,1.6666666666666667,0.0,2.8867513459481287,1.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.6666666666666666,0.0,1.1547005383792517,2.0,58.11157024793389,375346.58396569616,3.0,8.0,2.6666666666666665,0.0,4.618802153517007,0.0,3.0,3.0,163.0,54.33333333333334,0.0,94.108093877909,3.0,3.0,False,1.0,0.6666666666666666,92.0,3.0,10.0,3.333333333333333,0.0,5.773502691896257,880.0,3.0,1.0,0.3333333333333333,0.0,0.5773502691896258,3.0,0.0,0.0,0.0,0.0,4.0,10.0,26.0,3.0,10.0,3.333333333333333,0.0,5.773502691896257,3.0,3.0,84.0,28.0,0.0,48.497422611928556,3.0,89.0,29.66666666666667,0.0,51.38417395787669,3.0,10.0,3.333333333333333,0.0,5.773502691896257,3.0,2.0,0.6666666666666666,0.0,1.1547005383792517,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0,3.4641016151377544,0.0,3.0,1.0,0.3333333333333333,0.0,0.5773502691896258,121.0,41.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,0.0,0.5773502691896258,3.0,3.0,1.0,0.0,1.7320508075688772,3.0,3.0,1.0,0.3333333333333333,0.0,0.5773502691896258,3.0,5.0,1.6666666666666667,0.0,2.8867513459481287,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,0.0,0.5773502691896258,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.7320508075688772,3.0,3.0,6.0,2.0,0.0,3.4641016151377544,3.0,0.0,0.0,0.0,0.0,3.0,20.0,6.666666666666668,0.0,11.547005383792515,3.0,0.0,0.0,0.0,0.0,33.1,3.0,4.0,1.3333333333333333,0.0,2.309401076758504,3.0,1.0,0.3333333333333333,0.0,0.5773502691896258,163.0,89.0,3.0,0.0,0.0,0.0,0.0,6.0,10.0,39.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,343.0,537.0,162.0,6459.068002538469,3.0,2.0,0.6666666666666666,0.0,1.1547005383792517,18.0
2.19,7.0,26.33,3.0,0.0,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,0.0,0.5773502691896258,3.0,12.0,4.0,0.0,6.92820323027551,3.0,19.0,6.333333333333332,0.0,10.96965511460289,1.0,3.0,1.0,0.3333333333333333,0.0,0.5773502691896258,3.0,1.0,0.3333333333333333,0.0,0.5773502691896258,0.0,57.93421052631579,542821.4428286109,3.0,1.0,0.3333333333333333,0.0,0.5773502691896258,1.0,11.0,3.0,163.0,54.33333333333334,0.0,94.108093877909,3.0,3.0,False,1.0,0.6666666666666666,105.0,3.0,3.0,1.0,0.0,1.7320508075688772,1239.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.6666666666666666,0.0,1.1547005383792517,4.0,19.0,54.0,3.0,4.0,1.3333333333333333,0.0,2.309401076758504,3.0,3.0,90.0,30.0,0.0,51.96152422706631,3.0,108.0,36.0,0.0,62.353829072479584,3.0,2.0,0.6666666666666666,0.0,1.1547005383792517,3.0,1.0,0.3333333333333333,0.0,0.5773502691896258,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,152.0,37.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.7320508075688772,3.0,3.0,10.0,3.333333333333333,0.0,5.773502691896257,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,0.0,0.5773502691896258,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.6666666666666666,0.0,1.1547005383792517,2.0,3.0,1.0,0.3333333333333333,0.0,0.5773502691896258,3.0,0.0,0.0,0.0,0.0,3.0,4.0,1.3333333333333333,0.0,2.309401076758504,3.0,0.0,0.0,0.0,0.0,15.3,3.0,2.0,0.6666666666666666,0.0,1.1547005383792517,3.0,1.0,0.3333333333333333,0.0,0.5773502691896258,163.0,103.0,3.0,1.0,0.3333333333333333,0.0,0.5773502691896258,19.0,5.0,35.0,25.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,476.0,763.0,189.0,9369.618363609909,3.0,1.0,0.3333333333333333,0.0,0.5773502691896258,20.0
2.03,2.53,5.36,35.0,1.0,0.057142857142857134,0.0,0.2355041079768028,1,35.0,4.0,0.5714285714285714,0.0,1.037125957683463,35.0,17.0,0.5428571428571428,0.0,2.8834503141697643,35.0,5.0,0.14285714285714285,0.0,0.8451542547285165,35.0,12.0,0.3428571428571429,0.0,2.02837021134844,2.0,35.0,4.0,0.4571428571428571,0.0,0.9185300642829262,35.0,13.0,2.0,0.0,3.0097879542273014,0.0,96.08108108108108,2425750.033832531,35.0,27.0,3.0571428571428565,0.0,5.593814110472479,85.0,4.0,35.0,483.0,13.8,0.0,81.6419010067747,35.0,34.0,False,2.0,0.1388888888888889,425.0,35.0,47.0,6.457142857142857,0.0,9.60190807368318,3061.0,35.0,3.0,0.42857142857142855,0.0,0.7390659560519331,35.0,4.0,0.6857142857142857,0.0,1.182505529683093,5.0,17.0,105.0,35.0,51.0,5.9714285714285715,0.0,10.103830707112188,18.0,35.0,299.0,8.542857142857143,0.0,50.54022443276529,35.0,305.0,8.714285714285714,0.0,51.55440953843952,35.0,42.0,4.914285714285715,0.0,8.023390175977134,35.0,468.0,23.771428571428572,0.0,94.61317086347088,35.0,2.0,0.08571428571428573,0.0,0.3734913631120909,35.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,20.0,1.4,0.0,3.6638135066846274,0.0,35.0,7.0,0.6285714285714286,0.0,1.5734135667715716,259.0,45.0,42.0,35.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,1.0,0.11428571428571427,0.0,0.32280285109067564,35.0,10.0,0.7142857142857143,0.0,2.420153478013917,35.0,31.0,0.8857142857142857,0.0,5.239956379316802,36.0,35.0,9.0,1.6571428571428573,0.0,2.6227831775880093,35.0,12.0,0.8857142857142857,0.0,2.7522336230717013,35.0,0.0,0.0,0.0,0.0,35.0,3.0,0.5428571428571428,0.0,0.6572159257878979,35.0,8.0,0.4571428571428571,0.0,1.5594655408534182,35.0,1.0,0.028571428571428567,0.0,0.16903085094570333,35.0,0.0,0.0,0.0,0.0,22.0,35.0,30.0,0.8571428571428571,0.0,5.070925528371099,35.0,35.0,20.0,1.0571428571428572,0.0,4.262992991279424,35.0,0.0,0.0,0.0,0.0,35.0,45.0,8.771428571428572,0.0,10.726782627900057,35.0,4.0,0.3142857142857143,0.0,0.8321279798143528,15.5,35.0,16.0,1.542857142857143,0.0,3.752198235253392,35.0,7.0,0.6571428571428571,0.0,1.304806885482814,483.0,304.0,35.0,17.0,0.9714285714285714,0.0,3.0725129998836103,7.0,77.0,144.0,58.0,11.0,7.0,0.0,0.0,0.0,0.0,35.0,1.0,0.08571428571428573,0.0,0.2840286409986905,1106.0,1955.0,304.0,25246.90611865081,35.0,13.0,2.057142857142857,0.0,3.086430044593279,78.0
2.1,3.63,13.25,7.0,0.0,0.0,0.0,0.0,1,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,65.55023923444976,878155.792095153,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,False,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1683.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,10.0,87.0,7.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,209.0,40.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,10.4,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,201.0,135.0,7.0,0.0,0.0,0.0,0.0,17.0,12.0,56.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,685.0,998.0,249.0,13396.683251670578,7.0,0.0,0.0,0.0,0.0,0.0
1.67,3.67,7.67,2.0,0.0,0.0,0.0,0.0,0,2.0,3.0,1.5,0.0,2.1213203435596424,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,0.0,2.1213203435596424,2.0,10.0,5.0,0.0,7.071067811865476,1.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,0.0,2.1213203435596424,0.0,35.815384615384616,106456.27552501547,2.0,6.0,3.0,0.0,4.242640687119285,2.0,3.0,2.0,99.0,49.5,0.0,70.0035713374682,2.0,2.0,False,1.0,0.6666666666666666,54.0,2.0,11.0,5.5,0.0,7.7781745930520225,459.0,2.0,1.0,0.5,0.0,0.7071067811865476,2.0,0.0,0.0,0.0,0.0,4.0,7.0,11.0,2.0,11.0,5.5,0.0,7.7781745930520225,3.0,2.0,35.0,17.5,0.0,24.748737341529164,2.0,46.0,23.0,0.0,32.526911934581186,2.0,8.0,4.0,0.0,5.656854249492381,2.0,4.0,2.0,0.0,2.8284271247461903,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,2.5,0.0,3.5355339059327378,0.0,2.0,0.0,0.0,0.0,0.0,65.0,24.0,10.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,0.0,2.1213203435596424,3.0,2.0,1.0,0.5,0.0,0.7071067811865476,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.7071067811865476,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.5,0.0,2.1213203435596424,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,14.0,7.0,0.0,9.899494936611664,2.0,0.0,0.0,0.0,0.0,26.3,2.0,2.0,1.0,0.0,1.4142135623730951,2.0,0.0,0.0,0.0,0.0,99.0,48.0,2.0,0.0,0.0,0.0,0.0,12.0,13.0,8.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,194.0,265.0,89.0,2972.361644813577,2.0,3.0,1.5,0.0,2.1213203435596424,8.0
2.29,2.67,8.89,7.0,0.0,0.0,0.0,0.0,0,7.0,2.0,0.2857142857142857,0.0,0.7559289460184546,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,7.0,1.0,0.14285714285714285,0.0,0.3779644730092273,0.0,55.68617021276596,594859.9657424395,7.0,1.0,0.14285714285714285,0.0,0.3779644730092273,2.0,9.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,False,1.0,0.6666666666666666,130.0,7.0,3.0,0.42857142857142855,0.0,1.1338934190276817,1366.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,8.0,67.0,7.0,3.0,0.42857142857142855,0.0,1.1338934190276817,4.5,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,2.0,0.2857142857142857,0.0,0.7559289460184546,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,1.0,0.14285714285714285,0.0,0.3779644730092273,0.0,7.0,0.0,0.0,0.0,0.0,188.0,38.0,4.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.14285714285714285,0.0,0.3779644730092273,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,1.0,0.14285714285714285,0.0,0.3779644730092273,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,5.0,0.7142857142857143,0.0,1.8898223650461363,7.0,0.0,0.0,0.0,0.0,19.3,7.0,1.0,0.14285714285714285,0.0,0.3779644730092273,7.0,0.0,0.0,0.0,0.0,197.0,113.0,7.0,0.0,0.0,0.0,0.0,19.0,8.0,42.0,24.0,8.0,9.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,551.0,815.0,226.0,10682.364462659149,7.0,1.0,0.14285714285714285,0.0,0.3779644730092273,22.0
2.74,3.52,10.21,17.0,0.0,0.0,0.0,0.0,1,17.0,1.0,0.05882352941176471,0.0,0.24253562503633305,17.0,1.0,0.05882352941176471,0.0,0.24253562503633305,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,8.0,17.0,1.0,0.05882352941176471,0.0,0.24253562503633305,17.0,1.0,0.1176470588235294,0.0,0.3321055820775357,0.0,138.67524115755626,5556868.45744225,17.0,1.0,0.1176470588235294,0.0,0.3321055820775357,3.0,12.0,17.0,0.0,0.0,0.0,0.0,17.0,17.0,False,1.0,0.4137931034482759,421.0,17.0,3.0,0.29411764705882354,0.0,0.8488746876271654,4721.0,17.0,0.0,0.0,0.0,0.0,17.0,2.0,0.1176470588235294,0.0,0.4850712500726661,5.0,22.0,239.0,17.0,3.0,0.35294117647058826,0.0,0.9963167462326072,3.63,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,2.0,0.2352941176470588,0.0,0.6642111641550714,17.0,0.0,0.0,0.0,0.0,17.0,1.0,0.05882352941176471,0.0,0.24253562503633305,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,1.0,0.05882352941176471,0.0,0.24253562503633305,0.0,17.0,0.0,0.0,0.0,0.0,311.0,48.0,12.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,1.0,0.05882352941176471,0.0,0.24253562503633305,17.0,0.0,0.0,0.0,0.0,29.0,17.0,1.0,0.1176470588235294,0.0,0.3321055820775357,17.0,1.0,0.05882352941176471,0.0,0.24253562503633305,17.0,0.0,0.0,0.0,0.0,17.0,1.0,0.05882352941176471,0.0,0.24253562503633305,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,27.0,17.0,1.0,0.05882352941176471,0.0,0.24253562503633305,17.0,0.0,0.0,0.0,0.0,17.0,6.0,0.4117647058823529,0.0,1.4602578338007544,17.0,0.0,0.0,0.0,0.0,6.1,17.0,2.0,0.1176470588235294,0.0,0.4850712500726661,17.0,0.0,0.0,0.0,0.0,527.0,385.0,17.0,1.0,0.05882352941176471,0.0,0.24253562503633305,41.0,19.0,120.0,69.0,93.0,43.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1797.0,2924.0,359.0,40071.09279967864,17.0,1.0,0.1176470588235294,0.0,0.3321055820775357,87.0
